"Person","DataYear","Country","Region","Gender","Age_years","Handed","Height_cm","Footlength_cm","Armspan_cm","Languages_spoken","Travel_to_school","Travel_time_to_school","Reaction_time","Score_in_memory_game","Favourite_physical_activity","Importance_reducing_pollution","Importance_recycling_rubbish","Importance_conserving_water","Importance_saving_energy","Importance_owning_computer","Importance_internet_access","Left_Footlength_cm","Longer_foot","Index_fingerlength_mm","Ring_fingerlength_mm","Longer_finger_lefthand","Birth_month","Favorite_season","Allergies","Vegetarian","Favorite_food","Beverage","Favorite_school_subject","Sleep_hours_schoolnight","Sleep_hours_non_schoolnight","Home_occupants","Home_internet_access","Communication_with_friends","Text_messages_sent_yesterday","Text_messages_received_yesterday","Activities_hanging_out_with_friends_hours","Activities_talking_on_phone_hours","Activities_doing_homework_hours","Activities_doing_things_with_family_hours","Activities_outdoor_activities_hours","Activities_video_games_hours","Activities_social_websites_hours","Activities_texting_messaging_hours","Activities_computer_use_hours","Activities_Watching_TV_Hours","Activities_paid_work_hours","Activities_work_at_home_hours","Schoolwork_pressure","Planned_education_level","Favorite_music","Superpower","Preferred_status","Role_model_type","Charity_donation"
511,2014,"USA","WI","Male",17,"Left-Handed",185,25,185,1,"Bus",40,0.61,47,"Running/Jogging",500,500,500,500,100,100,25,"Same length",92,87,"Index finger","February","Fall","No","No","Fruit","Water","Other",6,10,4,"Yes - broadband connection","In person",5,5,10,1,12,10,5,5,1,1,10,3,0,6,"Some","Undergraduate degree","Jazz","Invisibility","Happy","Musician or singer","International aid"
512,2014,"USA","FL","Male",17,"Right-Handed",182,28,189,1,"Car",22,0.3,30,"None",500,600,900,800,1000,1000,28,"Same length",77,75,"Index finger","February","Fall","No","No","Meat","Soft drink (caffeinated)","Computers and technology",7,6,4,"Yes - broadband connection","In person",7,6,7,2,19,7,0,31,0,1,33,0,0,2,"Some","Graduate degree","Techno/Electronic","Telepathy","Happy","Teacher","Education/Youth development"
513,2012,"USA","CA","Female",17,"Right-Handed",169,25,173,1,"Car",20,0.3,35,"Running/Jogging",500,500,500,500,200,300,26,"Left foot",75,75,"Same length","June","Summer","Yes","No","Meat","Water","Mathematics and statistics",6,11,5,"Yes - other","Text messaging",150,150,30,1,16,25,12,1,25,70,60,10,0,1,"Some","Graduate degree","Country","Fly","Happy","Musician or singer","Health"
514,2014,"USA","MN","Female",16,"Right-Handed",170,25,170,1,"Car",5,0.35,35,"Other",800,500,300,300,900,1000,25,"Same length",67,66,"Index finger","May","Summer","Yes","No","Pizza/Pasta","Coffee","Music",6,10,4,"Yes - broadband connection","Internet chat or instant messaging",15,15,4,10,12,2,0,5,21,45,50,7,15,0,"A lot","Undergraduate degree","Punk rock","Fly","Happy","Friend","Other"
515,2014,"USA","PA","Male",17,"Right-Handed",186,27,188,1,"Walk",15,0.4,40,"Dancing",400,700,400,400,1000,1000,27,"Right foot",NA,NA,NA,"May","Spring","No","Yes","Rice/Noodle dishes","Water","Social studies",9,7,3,"Yes - broadband connection","Cell phone",12,8,7,2,4,12,10,12,6,6,40,2,4,6,"Very little","Graduate degree","Rap/Hip hop","Freeze time","Happy","Teacher","Arts, culture, sports"
516,2014,"USA","VA","Male",17,"Right-Handed",171,28,171,1,"Car",10,0.32,47,"Soccer",700,700,850,850,400,350,27,"Right foot",60,70,"Ring finger","March","Summer","Yes","No","Pizza/Pasta","Water","History",7,10,4,"Yes - broadband connection","Text messaging",30,30,3,1,10,1,10,1,3,5,2,1,10,1,"Some","Graduate degree","Rap/Hip hop","Fly","Rich","Relative","Health"
517,2012,"USA","PA","Female",10,"Right-Handed",149,23,158,2,"Car",25,0.46,21,"Hockey (Field)",1000,950,950,950,200,200,22,"Right foot",90,90,"Same length","March","Fall","Yes","Yes","Pizza/Pasta","Water","Art",8,10,4,"Yes - other","In person",0,0,20,1,6,15,15,1,0,0,1,2,0,0,"Very little","Graduate degree","Pop","Telepathy","Happy","Relative","Wildlife, animals"
518,2013,"USA","CA","Female",12,"Right-Handed",159,20,146,1,"Car",20,0.48,47,"Martial Arts",1000,900,1000,900,500,500,20,"Same length",65,70,"Ring finger","April","Summer","No","No","Seafood","Water","Mathematics and statistics",9,7,4,"Yes - broadband connection","Cell phone",4,5,5,1,3,1,3,1,0,1,1,1,0,2,"Some","Graduate degree","Pop","Telepathy","Happy","Business person","International aid"
519,2012,"USA","OH","Male",12,"Right-Handed",173,31,211,3,"Car",7,0.19,30,"Football (American)",1000,1000,1000,1000,500,750,31,"Same length",95,95,"Same length","March","Fall","No","No","Meat","Soft drink (caffeinated)","Science",8,7,5,"Yes - broadband connection","Text messaging",100,110,10,1,2,1,7,5,2,3,2,1,0,0,"Some","Undergraduate degree","Rap/Hip hop","Fly","Rich","Coach or club leader","Wildlife, animals"
520,2015,"USA","WI","Male",17,"Right-Handed",175,25,175,1,"Car",15,0.39,51,"Other",500,750,1000,1000,250,500,25,"Same length",60,60,"Same length","September","Fall","Yes","No","Meat","Water","Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",10,15,5,1,1,1,30,1,5,1,3,1,0,5,"Very little","Some college","Rap/Hip hop","Fly","Healthy","Sports person","International aid"
521,2014,"USA","TX","Female",17,"Left-Handed",158,22,164,2,"Car",12,0.33,45,"Other",100,300,200,100,500,500,22,"Same length",90,86,"Index finger","August","Fall","No","No","Poultry","Water","History",7,9,3,"Yes - broadband connection","Text messaging",100,130,12,1,4,5,15,0,2,6,7,2,0,0,"Very little","Graduate degree","Other","Fly","Healthy","Relative","Health"
522,2013,"USA","CA","Male",17,"Right-Handed",177,26.67,127,2,"Car",5,0.46,40,"Soccer",600,700,1000,900,800,800,27,"Same length",NA,NA,NA,"July","Winter","No","No","Meat","Sports drink","Physical education",7,5,5,"Yes - other","Text messaging",15,10,16,8,10,15,10,0,0,20,10,7,14,7,"Some","Some college","Rap/Hip hop","Freeze time","Happy","Relative","International aid"
523,2014,"USA","CA","Female",17,"Left-Handed",147,20,137,2,"Walk",7,0.3,53,"Other",1000,1000,1000,1000,500,500,20,"Same length",63,75,"Ring finger","June","Summer","No",NA,"Meat","Juice","Music",7,8,3,"Yes - dial-up connection","Text messaging",0,8,30,1,7,50,10,50,2,1,50,5,8,7,"A lot","Graduate degree","Pop","Telepathy","Happy","Religious figure","Religious"
524,2012,"USA","CA","Female",16,"Right-Handed",172,25,171,2,"Car",35,0.36,34,"Dancing",524,604,802,749,294,337,25,"Same length",70,75,"Ring finger","February","Summer","No","No","Fruit","Water","Music",6,10,4,"Yes - broadband connection","Text messaging",15,20,25,1,7,12,7,2,1,3,40,6,3,2,"A lot","Graduate degree","Other","Invisibility","Happy","Musician or singer","International aid"
525,2013,"USA","MD","Female",13,"Ambidextrous",165,15.24,165,4,"Bus",30,0.34,31,"Other",872,620,556,1000,867,867,15,"Same length",81.28,81.28,"Same length","February","Winter","No","No","Rice/Noodle dishes","Tea","Science",6,NA,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,0,0,0,2,5,10,35,2,0,35,0,0,2,"Very little","Graduate degree","Other","Super strength","Happy","Other","Wildlife, animals"
526,2014,"USA","NJ","Male",11,"Right-Handed",160,30,165,1,"Car",7,0.37,42,"Other",700,700,750,800,800,900,25,"Right foot",75,75,"Same length","November","Winter","No","No","Pizza/Pasta","Coffee","History",6,9,4,"Yes - other","In person",0,0,5,1,3,5,2,4,0,0,3,2,5,7,"A lot","Other","Jazz","Telepathy","Healthy","Relative","International aid"
527,2015,"USA","CA","Female",12,"Ambidextrous",120,25,229,2,"Car",25,0.37,38,"Other",100,700,1000,950,800,900,25,"Same length",69,74,"Ring finger","November","Summer","Yes","No","Meat","Soft drink (caffeinated)","Art",7,10,4,"Yes - other","Text messaging",0,2,3,0,1,2,3,0,0,4,4,5,7,1,"A lot","Graduate degree","Other","Freeze time","Rich","Relative","Environment"
528,2014,"USA","NJ","Female",10,"Right-Handed",144,19,143,2,"Car",5,0.42,62,"Walking/Hiking",800,800,800,800,900,900,19,"Same length",70,75,"Ring finger","April","Spring","No","No","Pizza/Pasta","Water","Mathematics and statistics",9,8,7,"Yes - broadband connection","In person",0,0,0,0,5,3,2,10,0,0,10,0,0,5,"Very little","Graduate degree","Other","Invisibility","Healthy","Relative","International aid"
529,2013,"USA","CA","Male",17,"Right-Handed",160,23.5,147,2,"Walk",15,0.36,48,"Basketball",900,800,1000,800,500,500,24,"Same length",75,85,"Ring finger","July","Winter","No","No","Meat","Water","English",7,9,4,"Yes - dial-up connection","Text messaging",100,120,40,5,30,10,10,5,10,35,20,10,0,4,"Some","Graduate degree","Pop","Super strength","Happy","Religious figure","Religious"
530,2015,"USA","VA","Male",17,"Right-Handed",177,27.94,177,1,"Car",15,0.28,50,"Martial Arts",900,900,900,900,800,800,28,"Same length",76.2,77.1,"Ring finger","June","Summer","No","No","Meat","Water","History",7,9,4,"Yes - broadband connection","Text messaging",50,50,8,1,4,5,8,5,2,2,2,0,8,2,"Some","Graduate degree","Reggae","Telepathy","Happy","Relative","International aid"
531,2015,"USA","CA","Female",12,"Right-Handed",150,27,148,3,"Car",30,0.58,54,"Soccer",417,754,893,893,1000,1000,27,"Same length",110,70,"Index finger","September","Summer","No","No","No favorite","Tea","Other",6,NA,2,"Yes - other","Internet chat or instant messaging",277,281,20,1,3,17,2,1,7,7,7,1,0,1,"A lot","Graduate degree","Gospel","Freeze time","Happy","Other","Religious"
532,2012,"USA","AZ","Male",17,"Right-Handed",183,29,188,1,"Bicycle",5,0.25,30,"Baseball/Softball",680,320,700,400,950,1000,29,"Same length",94,84,"Index finger","July","Summer","Yes","No","Meat","Water","Physical education",8,8,4,"Yes - broadband connection","Text messaging",35,33,30,5,4,15,9,60,10,70,90,30,0,6,"Very little","Undergraduate degree","Rap/Hip hop","Telepathy","Rich","Sports person","Education/Youth development"
533,2011,"USA","HI","Male",14,"Left-Handed",173,25,175,1,"Car",5,0.32,41,"Baseball/Softball",278,770,604,NA,209,385,25,"Same length",76.2,88.9,"Ring finger","August","Summer","Yes","No","Meat","Sports drink","Physical education",8,12,4,"Yes - other","Text messaging",0,0,6,1,7,3,8,2,0,0,4,8,0,2,"Some","Graduate degree","Pop","Invisibility","Happy","Coach or club leader","International aid"
534,2015,"USA","MT","Female",16,"Right-Handed",171,24,154,1,"Car",12,0.46,30,"Walking/Hiking",497,508,701,519,647,759,25,"Left foot",75,72,"Index finger","July","Fall","Yes","No","Pizza/Pasta","Milk","English",7,7.5,4,"Yes - broadband connection","In person",47,46,35,0,2,14,0,0,28,3,3,14,12,3,"Some","Some college","Reggae","Freeze time","Happy","Relative","Environment"
535,2013,"USA","PA","Female",11,"Right-Handed",132,23,148,1,"Bus",15,0.41,31,"Gymnastics",1000,1000,1000,1000,1000,1000,22,"Right foot",70,70,"Same length","February","Spring","No","No","Desserts","Juice","Music",8,NA,6,"Yes - broadband connection","Telephone",0,0,0,3,0,0,3,5,0,0,0,5,0,0,"Very little","Graduate degree","Rap/Hip hop","Super strength","Rich","Musician or singer","Education/Youth development"
536,2014,"USA","KS","Female",15,"Right-Handed",170,23,172,2,"Car",5,0.81,47,"Baseball/Softball",900,400,500,300,100,200,23,"Same length",72,71,"Index finger","June","Summer","No","No","Meat","Water","History",9,9,3,"Yes - other","Text messaging",200,300,3,5,5,2,2,1,2,4,4,3,1,1,"Some","Graduate degree","Pop","Telepathy","Happy","Actor","Health"
537,2013,"USA","KY","Male",13,"Right-Handed",167,27,169,1,"Car",6,0.48,20,"Football (American)",439,535,850,888,535,235,27,"Same length",82,73,"Index finger","November","Spring","No","No","Meat","Soft drink (non-caffeinated)","Mathematics and statistics",6,5,5,"Yes - broadband connection","Text messaging",5,7,8,2,7,2,3,10,1,2,8,4,6,1,"A lot","Graduate degree","Pop","Freeze time","Happy","Religious figure","Education/Youth development"
538,2012,"USA","CA","Female",17,"Right-Handed",170,24,179,2,"Car",10,0.3,44,"Swimming",800,800,1000,980,1000,1000,25,"Left foot",75,80,"Ring finger","January","Summer","Yes","No","No favorite","Water","Music",7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,3,6,0,21,24,6,0,2,1,18,10,0,8,"Some","Graduate degree","Pop","Freeze time","Healthy","Teacher","International aid"
539,2015,"USA","VA","Male",17,"Right-Handed",192,27,191,1,"Bus",10,0.33,45,"Other",750,750,500,500,750,750,27,"Same length",90,97,"Ring finger","April","Fall","No","Yes","Pizza/Pasta","Water","History",8,12,3,"Yes - broadband connection","Text messaging",25,25,12,1,5,3,12,12,1,3,24,3,0,1,"Some","Graduate degree","Rap/Hip hop","Invisibility","Happy","Musician or singer","Environment"
540,2013,"USA","VA","Female",17,"Right-Handed",166,22,164,1,"Car",15,0.25,40,"Baseball/Softball",1000,1000,920,920,0,0,22,"Same length",73,80,"Ring finger","March","Summer","No","No","Poultry","Water","English",9,10,4,"Yes - other","Text messaging",30,30,50,2,0,50,10,0,4,6,4,7,8,5,"Some","Graduate degree","Pop","Telepathy","Happy","Other","International aid"
541,2014,"USA","CA","Female",16,"Right-Handed",163,25,164,2,"Car",8,0.82,68,"Swimming",300,200,400,400,500,500,25,"Right foot",110,75,"Index finger","December","Summer","Yes","No","Pizza/Pasta","Water","Mathematics and statistics",7,9,5,"Yes - broadband connection","Text messaging",100,110,3,1,6,5,4,1,3,7,3,0,0,2,"Some","Graduate degree","Pop","Invisibility","Happy","Musician or singer","Health"
542,2013,"USA","NY","Male",13,"Left-Handed",171,26.5,172,1,"Bus",32,0.5,41,"Table Tennis",400,550,450,500,750,900,27,"Same length",NA,NA,NA,"March","Spring","No","No","Pizza/Pasta","Milk","History",9,11.5,5,"Yes - broadband connection","In person",0,0,3,0,10,1,0,7,1,0,3,1,0,1,"A lot","Graduate degree","Rock and roll","Freeze time","Happy","Teacher","Religious"
543,2015,"USA","CA","Female",16,"Right-Handed",142,22,150,2,"Car",6,0.44,50,"None",700,700,900,1000,1000,1000,22,"Same length",70,60,"Index finger","November","Summer","Yes","No","Meat","Water","Other",6,10,4,"Yes - broadband connection","In person",40,50,30,1,8,15,0,0,10,8,10,6,0,3,"A lot","Graduate degree","Rock and roll","Invisibility","Happy","Relative","Wildlife, animals"
544,2014,"USA","MI","Male",17,"Right-Handed",178,26.67,191,1,"Car",2,0.28,49,"Soccer",50,50,90,70,80,90,27,"Same length",82.55,76.2,"Index finger","July","Fall","No","No","Vegetables","Water","Science",7,7,3,"Yes - broadband connection","In person",1,0,15,0,10,7,20,10,1,0,10,0,0,1,"Very little","Graduate degree","Rap/Hip hop","Telepathy","Happy","Relative","Health"
545,2015,"USA","WA","Male",17,"Right-Handed",181,26,192,1,"Car",10,0.26,55,"Other",1,500,500,1,1,1000,26,"Same length",70,70,"Same length","February","Summer","Yes","No","Poultry","Sports drink","Physical education",8,9,4,"Yes - broadband connection","Text messaging",75,150,60,1,0,60,8,0,10,10,5,20,25,2,"None","Graduate degree","Rap/Hip hop","Fly","Rich","Relative","Health"
546,2014,"USA","MT","Male",17,"Right-Handed",179,31,174,1,"Car",25,0.14,30,"Football (American)",300,300,500,300,700,1000,28,"Right foot",NA,NA,NA,"February","Winter","No","No","Meat","Water","Science",8,5,4,"Yes - broadband connection","In person",150,200,12,1,10,15,20,5,5,10,20,5,0,15,"A lot","Graduate degree","Country","Fly","Rich","Doctor or nurse","Wildlife, animals"
547,2011,"USA","OH","Female",11,"Right-Handed",147,23,140,1,"Car",10,0.72,49,"Baseball/Softball",1000,1000,1000,NA,0,0,23,"Same length",90,90,"Same length","May","Summer","No","No","Fruit","Tea","Physical education",9,10,5,"No internet connection","In person",0,0,40,12,5,8,8,0,0,0,0,44,0,8,"Very little","Graduate degree","Country","Telepathy","Happy","Musician or singer","International aid"
548,2011,"USA","OH","Female",17,"Right-Handed",177,24,175,1,"Car",17,0.28,32,"Athletics",900,1000,500,NA,1000,1000,25,"Left foot",95,99,"Ring finger","January","Summer","No","No","Meat","Water","Mathematics and statistics",8,11,4,"Yes - broadband connection","Text messaging",125,125,8,8,22,9,10,0,10,35,18,7,8,3,"A lot","Graduate degree","Country","Fly","Happy","Relative","Health"
549,2015,"USA","SC","Female",15,"Right-Handed",167,23,167,1,"Car",12,0.73,47,"Running/Jogging",578,529,519,727,861,920,23,"Same length",66,70,"Ring finger","February","Summer","No","No","Rice/Noodle dishes","Water","Science",6,NA,5,"Yes - broadband connection","Text messaging",30,52,25,1,10,6,10,0,3,7,3,5,4,2,"A lot","Graduate degree","Country","Fly","Happy","Relative","Religious"
550,2015,"USA","PA","Female",12,"Right-Handed",152,20,150,1,"Walk",13,0.46,76,"Bowling",1000,100,1000,1000,1000,1000,26,"Left foot",100,80,"Index finger","September","Summer","Yes","No","Poultry","Water","Music",7,NA,3,"Yes - other","In person",3,2,3,1,1,4,2,3,1,1,2,6,0,0,NA,"Graduate degree","Classical","Fly","Healthy","Musician or singer","Health"
551,2011,"USA","FL","Male",17,"Right-Handed",175,10,190,2,"Car",20,0.4,12,"Basketball",300,200,400,NA,1000,900,11,"Left foot",NA,NA,NA,"May","Summer","No","No","Pizza/Pasta","Milk","History",8,10,4,"Yes - broadband connection","Text messaging",150,175,30,1,4,7,12,0,10,8,6,2,0,1,"A lot","Graduate degree","Rap/Hip hop","Fly","Happy","Sports person","Health"
552,2015,"USA","CA","Female",12,"Right-Handed",155,25,150,2,"Car",10,0.64,45,"Baseball/Softball",727,710,1000,547,500,800,25,"Same length",80,70,"Index finger","December","Winter","No","No","Meat","Water","English",7,8,4,"Yes - broadband connection","Text messaging",30,50,2,10,10,8,2,0,3,7,10,5,0,1,"Some","Graduate degree","Pop","Freeze time","Happy","Business person","Health"
553,2012,"USA","MI","Female",17,"Right-Handed",170,23,168,1,"Car",5,0.52,49,"Basketball",642,572,738,631,775,727,23,"Same length",80,85,"Ring finger","June","Summer","No","No","No favorite","Water","English",5,8,6,"Yes - other","Text messaging",10,10,5,2,10,6,8,1,3,2,5,4,0,2,"A lot","Graduate degree","Other","Freeze time","Happy","Relative","International aid"
